word1,word2,freq_w1w2,freq_w2w1,freq_total
abandoned,dissolved,38,87,125
abandoned,elderly,53,278,331
abandoned,empty,3326,10247,13573
abandoned,evacuated,82,689,771
abandoned,exploded,13,53,66
abandoned,expunged,15,0,15
abandoned,failed,413,1395,1808
abandoned,feral,1412,1215,2627
abandoned,former,100,101,201
abandoned,freezing,63,30,93
abandoned,ghost,218,44,262
abandoned,finished,48,347,395
abandoned,foreclosed,2429,2623,5052
abandoned,grounded,24,174,198
abandoned,hoax,3,3,6
abandoned,historic,289,475,764
abandoned,historical,103,106,209
abandoned,haunted,1471,721,2192
abandoned,homeless,3872,7232,11104
abandoned,inactive,842,1026,1868
abandoned,industrial,122,197,319
abandoned,hurt,1096,2941,4037
abandoned,incomplete,347,744,1091
abandoned,injured,2538,4381,6919
abandoned,leveled,33,29,62
abandoned,lonely,2333,6256,8589
abandoned,junked,151,176,327
abandoned,lost,4955,14044,18999
abandoned,mistreated,2260,1399,3659
abandoned,neglected,20234,16600,36834
abandoned,obsolete,576,727,1303
abandoned,moored,9,31,40
abandoned,new,2118,425,2543
abandoned,occupied,541,780,1321
abandoned,overgrown,4211,1530,5741
abandoned,open,471,654,1125
abandoned,orphan,6931,959,7890
abandoned,plugged,264,13757,14021
abandoned,poor,810,4130,4940
abandoned,proposed,40,285,325
abandoned,ravaged,121,205,326
abandoned,produced,25,116,141
abandoned,ransacked,179,227,406
abandoned,reclaimed,889,55,944
abandoned,rejected,4208,6938,11146
abandoned,removed,1489,309,1798
abandoned,released,179,260,439
abandoned,ruined,2309,2337,4646
abandoned,ruinous,84,40,124
abandoned,rundown,516,732,1248
abandoned,scuttled,458,230,688
abandoned,rusted,294,400,694
abandoned,sealed,734,558,1292
abandoned,secularized,9,40,49
abandoned,seduced,2,3613,3615
abandoned,shackled,7,12,19
abandoned,sick,892,2221,3113
abandoned,shipwrecked,26,123,149
abandoned,silent,614,1427,2041
abandoned,stalled,49,315,364
abandoned,starving,945,556,1501
abandoned,stray,2715,11485,14200
abandoned,stricken,20,53,73
abandoned,stripped,679,860,1539
abandoned,submerged,161,128,289
abandoned,sunk,522,182,704
abandoned,swampy,9,4,13
abandoned,tortured,174,419,593
abandoned,troubled,99,553,652
abandoned,unclaimed,1412,645,2057
abandoned,unchanged,14,12,26
abandoned,uncultivated,117,130,247
abandoned,understaffed,3,4,7
abandoned,unexploded,64,266,330
abandoned,unkempt,245,159,404
abandoned,unmanned,60,64,124
abandoned,unreleased,10,14,24
abandoned,unfinished,864,1870,2734
abandoned,unscreened,1,1,2
abandoned,unseaworthy,15,10,25
abandoned,unsuccessful,28,288,316
abandoned,unused,2050,1699,3749
abandoned,unspoken,1,6,7
abandoned,unwanted,5971,6324,12295
abandoned,vacant,2886,20072,22958
abandoned,vulnerable,1727,744,2471
abandoned,vandalized,895,234,1129
abandoned,waste,43,618,661
abandoned,waterlogged,31,72,103
abandoned,wild,321,1110,1431
abandoned,working,167,456,623
abandoned,wounded,302,860,1162
abandoning,abusive,13,92,105
abandoning,arising,1,4,5
abandonment,abuse,4508,10025,14533
abandonment,adoption,673,1010,1683
abandonment,aftermath,5,0,5
abandonment,adultery,296,1010,1306
abandonment,betrayal,4405,6239,10644
abandonment,closing,38,98,136
abandonment,collapse,146,462,608
abandonment,closure,198,687,885
abandonment,condemnation,65,64,129
abandonment,conservation,22,54,76
abandonment,construction,75,720,795
abandonment,conversion,427,351,778
abandonment,controversy,2,2,4
abandonment,cruelty,590,1448,2038
abandonment,death,1599,1482,3081
abandonment,decay,1694,1614,3308
abandonment,deceit,35,99,134
abandonment,decommissioning,1191,1507,2698
abandonment,decline,233,1294,1527
abandonment,degradation,409,377,786
abandonment,deliberations,0,0,0
abandonment,dereliction,278,262,540
abandonment,desertion,437,669,1106
abandonment,demolition,470,173,643
abandonment,despair,1148,810,1958
abandonment,destruction,908,1414,2322
abandonment,deterioration,359,429,788
abandonment,discovery,73,78,151
abandonment,disillusionment,102,164,266
abandonment,dismantling,93,94,187
abandonment,disrepair,360,558,918
abandonment,entrapment,249,139,388
abandonment,electrification,0,2,2
abandonment,disuse,153,260,413
abandonment,evaluation,2,7,9
abandonment,fire,76,212,288
abandonment,fostering,22,2,24
abandonment,fires,38,50,88
abandonment,founding,2,29,31
abandonment,growth,39,157,196
abandonment,impact,26,7,33
abandonment,infanticide,498,446,944
abandonment,implementation,3,40,43
abandonment,infidelity,185,584,769
abandonment,isolation,2793,4032,6825
abandonment,legacy,3,7,10
abandonment,massacre,10,3,13
abandonment,misuse,51,72,123
abandonment,limitations,0,8,8
abandonment,neglect,8250,14217,22467
abandonment,obsolescence,46,89,135
abandonment,occupation,36,594,630
abandonment,opposition,6,17,23
abandonment,operation,5,499,504
abandonment,ownership,34,109,143
abandonment,poverty,600,1485,2085
abandonment,privatization,4,22,26
abandonment,preservation,34,27,61
abandonment,problems,38,116,154
abandonment,rebirth,48,8,56
abandonment,recognition,8,35,43
abandonment,redevelopment,48,15,63
abandonment,recording,1,0,1
abandonment,rediscovery,99,2,101
abandonment,refurbishment,1,0,1
abandonment,rehabilitation,92,28,120
abandonment,relocation,175,82,257
abandonment,reinstatement,72,0,72
abandonment,rejection,8012,12678,20690
abandonment,remediation,161,54,215
abandonment,reorganization,9,5,14
abandonment,repeal,5,5,10
abandonment,restoration,421,112,533
abandonment,repair,18,81,99
abandonment,retaking,5,0,5
abandonment,results,35,22,57
abandonment,revival,49,6,55
abandonment,reuse,105,22,127
abandonment,retirement,29,42,71
abandonment,sacking,2,12,14
abandonment,ruin,312,320,632
abandonment,support,69,135,204
abandonment,salvage,79,23,102
abandonment,sale,147,73,220
abandonment,transformation,60,36,96
abandonment,usage,9,61,70
abandonment,use,121,2071,2192
abandonment,violence,462,1487,1949
abandonment,vacancy,178,1240,1418
abandonment,wreck,8,21,29
abased,enhanced,0,1,1
abatement,assessment,51,829,880
abatement,demolition,4127,1861,5988
abasement,pleading,3,0,3
abatement,regulation,22,65,87
abattoirs,bridges,1,0,1
abbes,commissar,0,0,0
abattoirs,butchers,837,185,1022
abaya,hijab,1630,1715,3345
abbess,ascetic,0,3,3
abbess,author,10,9,19
abbess,foundress,54,69,123
abbess,daughter,9,5,14
abbess,birth,0,19,19
abbess,painter,0,5,5
abbess,nun,25,445,470
abbess,princess,7,97,104
abbess,saint,90,75,165
abbess,prioress,58,21,79
abbess,writer,18,15,33
abbess,sister,89,2,91
abbesses,abbots,76,1269,1345
abbesses,queens,18,46,64
abbesses,nuns,148,162,310
abbey,cathedral,295,531,826
abbesses,superiors,2,1,3
abbey,grounds,203,43,246
abbey,manor,54,17,71
abbey,church,911,1175,2086
abbey,parish,69,18,87
abbey,monastic,96,18,114
abbey,reliquary,2,0,2
abbeys,cathedrals,1935,1886,3821
abbeys,castles,2130,4617,6747
abbeys,cloisters,117,78,195
abbeys,churches,2653,3945,6598
abbeys,convents,489,312,801
abbeys,hermitages,59,71,130
abbeys,congregations,14,2,16
abbeys,priories,1586,262,1848
abbeys,monasteries,3165,2953,6118
abbeys,schools,58,10,68
abbot,anchorite,14,18,32
abbot,archdeacon,5,3,8
abbot,astronomer,10,3,13
abbot,author,58,17,75
abbot,bishop,839,695,1534
abbot,canon,14,6,20
abbot,canons,261,4,265
abbot,chronicler,15,17,32
abbot,cistercian,0,0,0
abbot,confessor,142,27,169
abbot,convent,6693,7,6700
abbot,composer,2,1,3
abbot,diplomat,2,10,12
abbot,elder,27,5,32
abbot,founder,343,735,1078
abbot,hermit,47,130,177
abbot,headmaster,24,7,31
abbot,librarian,6,0,6
abbot,missionary,377,54,431
abbot,nobleman,0,1,1
abbot,naturalist,10,2,12
abbot,monk,107,1127,1234
abbot,physicist,23,2,25
abbot,president,39,18,57
abbot,regent,7,0,7
abbot,prior,323,117,440
abbot,priest,107,463,570
abbot,saint,275,113,388
abbot,scholar,77,117,194
abbot,scientist,59,27,86
abbot,scribe,5,14,19
abbot,teacher,117,170,287
abbot,writer,82,38,120
abbot,theologian,71,66,137
abbots,consuls,0,7,7
abbots,directors,1,10,11
abbots,founders,11,9,20
abbots,monks,925,889,1814
abbots,lords,29,50,79
abbots,priors,1116,78,1194
abbots,writers,3,1,4
abbots,superiors,44,8,52
abbreviated,contracted,90,20,110
abbreviated,extended,79,50,129
abbreviated,full,643,1702,2345
abbreviated,impromptu,4,10,14
abbreviated,illustrated,31,12,43
abbreviated,informal,76,94,170
abbreviated,interrupted,37,31,68
abbreviated,irregular,5,15,20
abbreviated,modified,265,202,467
abbreviated,modernized,30,12,42
abbreviated,reduced,46,41,87
abbreviated,popular,75,3,78
abbreviated,stylised,18,8,26
abbreviated,transposed,4,1,5
abbreviation,acronyms,278,279,557
abbreviation,chording,0,1,1
abbreviation,clarification,2,2,4
abbreviation,condensation,19,28,47
abbreviation,identification,21,5,26
abbreviation,definition,117,100,217
abbreviation,legend,3,10,13
abbreviation,identifying,2,0,2
abbreviation,revision,12,9,21
abbreviation,name,267,2543,2810
abbreviation,naming,7,61,68
abbreviations,acronyms,80960,57376,138336
abbreviation,title,30,215,245
abbreviations,buildings,2,7,9
abbreviations,annotations,21,134,155
abbreviations,capitals,114,300,414
abbreviations,colours,9,30,39
abbreviations,caveats,2,4,6
abbreviations,compounds,7,36,43
abbreviations,contractions,1056,873,1929
abbreviations,definitions,1458,1657,3115
abbreviations,diminutives,49,30,79
abbreviations,distance,5,1,6
abbreviations,emoticons,1130,519,1649
abbreviations,footnotes,50,43,93
abbreviations,etymology,10,12,22
abbreviations,initials,632,518,1150
abbreviations,grammar,65,125,190
abbreviations,key,137,45,182
abbreviations,ligatures,283,224,507
abbreviations,letters,116,644,760
abbreviations,names,714,8109,8823
abbreviations,list,78,73,151
abbreviations,nomenclature,171,335,506
abbreviations,notations,385,405,790
abbreviations,notes,151,218,369
abbreviations,phrases,853,1791,2644
abbreviations,numbers,1289,2164,3453
abbreviations,phrasing,30,25,55
abbreviations,sources,72,135,207
abbreviations,symbols,9260,11620,20880
abbreviations,terms,4412,19257,23669
abbreviations,terminology,1495,3802,5297
abbreviations,title,5,50,55
abbreviations,types,42,101,143
abbreviations,translations,69,54,123
abbreviations,units,643,522,1165
abbreviations,usage,33,37,70
abbreviations,variants,39,94,133
abcs,teletubbies,0,0,0
abbreviations,words,822,5780,6602
abdicate,capitulate,10,9,19
abdicate,exile,12,6,18
abdicated,ended,11,0,11
abdication,accession,66,42,108
abdicated,ill,0,49,49
abdication,aftermath,2,0,2
abdication,death,191,33,224
abdication,departure,103,2,105
abdication,independence,0,2,2
abdication,exile,706,30,736
abdication,life,9,19,28
abdication,martyrdom,1,0,1
abdication,opposition,0,1,1
abdication,reign,8,51,59
abdication,retirement,68,85,153
abdication,succession,97,20,117
abdication,return,37,3,40
abdication,transition,6,0,6
abdication,war,17,19,36
abdications,death,5,1,6
abdications,retirement,1,0,1
abdications,renunciations,2,1,3
abdomen,breast,981,3447,4428
abdomen,chest,22536,105140,127676
abdomen,elytra,93,257,350
abdomen,face,1833,3917,5750
abdomen,legs,12195,13820,26015
abdomen,male,143,12,155
abdomen,pelvis,88003,8687,96690
abdomen,mouth,147,507,654
abdomen,thighs,9425,5313,14738
abdomen,thorax,8013,39989,48002
abdominal,caudal,400,19,419
abdominal,gastric,303,642,945
abdominal,descending,108,498,606
abdominal,groin,1508,1282,2790
abdominal,hip,2871,1473,4344
abdominal,intercostal,557,1071,1628
abdominal,lateral,173,64,237
abdominal,leg,2540,3188,5728
abdominal,oblique,1711,301,2012
abdominal,liver,658,3030,3688
abdominal,pectoral,391,947,1338
abdominal,peripheral,557,326,883
abdominal,pelvic,46801,12426,59227
abdominal,posterior,183,36,219
abdominal,rectal,1134,236,1370
abdominal,spinal,1625,887,2512
abdominal,thorax,183,1566,1749
abdominal,spotted,0,2,2
abdominal,urogenital,118,42,160
abdominal,visceral,2541,1277,3818
abducted,baptized,6,0,6
abducted,detained,1718,176,1894
abducted,disappeared,1402,72,1474
abducted,enslaved,1343,37,1380
abducted,killed,24023,1411,25434
abducted,married,726,5,731
abducted,missing,661,2680,3341
abductees,pows,0,2,2
abducting,killing,6259,1374,7633
abduction,abuse,1813,1132,2945
abducting,kidnapping,112,278,390
abduction,arrest,329,359,688
abduction,adduction,10699,5104,15803
abduction,attacks,121,457,578
abduction,assault,4047,1805,5852
abduction,assassination,638,179,817
abduction,beating,663,110,773
abduction,captivity,579,17,596
abduction,death,2874,281,3155
abduction,deportation,216,21,237
abduction,childhood,8,23,31
abduction,detention,1440,327,1767
abduction,execution,874,52,926
abduction,exile,26,12,38
abduction,extortion,979,426,1405
abduction,extradition,112,4,116
abduction,homicide,449,114,563
abduction,flexion,3036,7128,10164
abduction,induction,673,1065,1738
abduction,imprisonment,1146,110,1256
abduction,incarceration,209,2,211
abduction,investigation,27,6,33
abduction,kidnapping,2322,4694,7016
abduction,lynching,89,8,97
abduction,killing,9830,1248,11078
abduction,killings,756,656,1412
abduction,manhunt,11,0,11
abduction,ransom,268,23,291
abduction,recruitment,385,246,631
abduction,recognition,3,5,8
abduction,rape,9881,4471,14352
abduction,release,658,3,661
abduction,rendition,341,11,352
abduction,repatriation,36,0,36
abduction,retention,293,6,299
abduction,robbery,986,1160,2146
abduction,secretaries,2,0,2
abduction,shootings,4,9,13
abduction,slavery,316,123,439
abduction,torture,7257,825,8082
abduction,trial,103,1,104
abduction,violence,365,752,1117
abductions,attacks,833,2287,3120
abductions,casualties,8,43,51
abductions,disappearances,1817,1043,2860
abductions,massacres,81,167,248
abductions,murder,529,254,783
abductions,murders,4317,1568,5885
abductions,torture,1869,655,2524
abductive,productive,6,0,6
abductions,rapes,689,642,1331
abductor,sheriff,0,1,1
abductors,negotiations,6,0,6
abelian,additive,35,116,151
abelian,elliptic,12,91,103
abelian,connected,84,134,218
abelian,simple,92,142,234
abelian,surface,33,18,51
abelian,unique,7,6,13
aberrant,isolated,32,103,135
aberrant,common,6,24,30
aberrant,licentious,13,3,16
aberrant,slow,7,18,25
aberration,distortion,2960,759,3719
aberrations,diffraction,408,253,661
aberrant,surreal,3,11,14
aberrations,distortion,2343,831,3174
aberrations,excesses,74,63,137
aberrations,impairments,2,3,5
abettor,poet,0,1,1
abet,aid,101,61411,61512
abettors,accessories,39,40,79
abettors,aiders,19,7689,7708
abhangas,bhajans,2,42,44
abhinaya,bhaav,0,6,6
abeyance,reforming,0,0,0
abhinaya,choreography,19,8,27
abhorrence,disgust,456,725,1181
abhorrent,intimidating,11,16,27
abhors,episodes,0,8,8
abhorrent,gross,78,111,189
abide,override,5,0,5
abiding,intense,34,443,477
abilities,accessories,165,201,366
abiding,true,119,2272,2391
abilities,acquisition,90,20,110
abilities,actions,3240,4237,7477
abilities,adolescence,7,2,9
abilities,animations,469,507,976
abilities,appearances,900,1299,2199
abilities,ages,26262,508728,534990
abilities,attributes,9166,11351,20517
abilities,backgrounds,18247,32012,50259
abilities,characterisation,9,6,15
abilities,character,7687,9208,16895
abilities,behavior,4090,2279,6369
abilities,characteristics,11344,13799,25143
abilities,characters,1732,6113,7845
abilities,combat,2467,557,3024
abilities,description,65,228,293
abilities,design,1740,1588,3328
abilities,dispositions,2307,1400,3707
abilities,equipment,7910,6416,14326
abilities,forms,707,1408,2115
abilities,fitness,7547,2155,9702
abilities,features,7657,19941,27598
abilities,histories,187,241,428
abilities,innovations,276,201,477
abilities,instruments,1219,1487,2706
abilities,keywords,256,306,562
abilities,interests,53569,90212,143781
abilities,knowledge,65759,128217,193976
abilities,lifestyle,1018,766,1784
abilities,meters,9,18,27
abilities,objectives,1048,868,1916
abilities,occupations,174,170,344
abilities,personality,10688,9073,19761
abilities,pitches,5,9,14
abilities,power,7908,14870,22778
abilities,preferences,10576,8984,19560
abilities,powers,21262,78389,99651
abilities,resources,16026,14308,30334
abilities,roles,2136,4290,6426
abilities,skills,135065,742664,877729
abilities,strawberries,2,0,2
abilities,spells,10505,38239,48744
abilities,style,2932,6904,9836
abilities,talents,57945,166244,224189
abilities,weaknesses,6088,1242,7330
abilities,traps,165,223,388
abilities,training,5798,5331,11129
abilities,weapons,16204,38425,54629
ability,adjustment,113,317,430
ability,agility,5080,9761,14841
ability,age,8827,94314,103141
ability,aptitude,9732,10003,19735
ability,attainment,1360,411,1771
ability,awareness,3326,21580,24906
ability,competence,7563,12357,19920
ability,character,9046,20043,29089
ability,confidence,34936,78014,112950
ability,bravery,849,2125,2974
ability,difficulty,1176,665,1841
ability,education,2801,8001,10802
ability,effort,7714,9267,16981
ability,ease,4031,3709,7740
ability,energy,8351,29478,37829
ability,experience,65775,107840,173615
ability,force,1326,2006,3332
ability,gallantry,140,356,496
ability,integrity,8955,12682,21637
ability,influence,2980,5941,8921
ability,interest,19944,34281,54225
ability,judgment,5212,8583,13795
ability,licenses,22,181,203
ability,level,8206,21398,29604
ability,knowledge,44679,187432,232111
ability,merit,1915,7749,9664
ability,note,152,118,270
ability,methods,754,1794,2548
ability,originality,1114,1360,2474
ability,pace,2741,13516,16257
ability,passion,10034,14715,24749
ability,promise,3271,1540,4811
ability,skill,34900,81125,116025
ability,savings,33,1120,1153
ability,performance,18103,27647,45750
ability,strength,20291,85219,105510
ability,temperament,2847,4064,6911
ability,variety,441,1356,1797
ability,success,6880,10391,17271
ability,understanding,14513,43136,57649
ability,virility,52,128,180
ability,virtue,945,1306,2251
ability,work,11171,17203,28374
ability,willingness,145374,125103,270477
abiogenesis,evolution,1566,1169,2735
abiogenesis,ribosomes,0,0,0
abject,true,63,35,98
abiotic,bionic,0,3,3
abiotic,biological,859,2108,2967
abiotic,biotic,87868,198359,286227
abjection,humility,20,29,49
abjuration,allegiance,42,162,204
abjuration,crusade,0,0,0
abjuration,banishment,4,0,4
abjuration,capture,0,0,0
abjuration,sanctuary,2,13,15
abkhazian,turkish,0,0,0
abkhazian,confederate,0,0,0
abkhazian,ossetian,5,10,15
abkhazian,russian,4,4,8
ablation,analysis,164,685,849
ablative,oblique,2,2,4
ablative,dative,147,958,1105
ablative,locative,180,153,333
ablative,accusative,118,357,475
ablative,reconstructive,797,48,845
ablative,surgical,64,238,302
ablaut,prefixation,1,0,1
ablaut,accent,34,74,108
ablaut,affixation,3,3,6
able,accomplished,1409,929,2338
able,cautious,71,179,250
able,active,1769,12928,14697
able,amiable,285,177,462
able,capable,10294,11136,21430
able,clever,378,2069,2447
able,courageous,672,955,1627
able,conscientious,1323,774,2097
able,confident,3239,22786,26025
able,committed,2793,3441,6234
able,cultured,83,141,224
able,determined,1482,1954,3436
able,diligent,496,887,1383
able,dedicated,2513,2106,4619
able,disabled,4514,10694,15208
able,daring,284,246,530
able,efficient,3998,12192,16190
able,enthusiastic,1768,3277,5045
able,eloquent,1912,831,2743
able,educated,461,6513,6974
able,effective,2375,6031,8406
able,entrepreneurial,44,412,456
able,honest,2177,3928,6105
able,great,961,2871,3832
able,faithful,2027,1707,3734
able,fair,390,893,1283
able,hot,66,471,537
able,instructive,370,43,413
able,image,10,378,388
able,intriguing,40,97,137
able,intelligent,2376,9503,11879
able,keen,1074,4018,5092
able,powerful,1266,11031,12297
able,learned,1707,1816,3523
able,ordinary,182,183,365
able,just,1249,454,1703
able,practical,587,1905,2492
able,rapid,88,223,311
able,secular,45,63,108
able,successful,2254,4560,6814
able,ready,21609,174843,196452
able,sufficient,799,1679,2478
able,talented,5329,4654,9983
able,wise,747,2990,3737
able,temperamental,7,43,50
able,want,3112,1097,4209
able,zealous,845,503,1348
ableism,antisemitism,14,20,34
ablutions,facilities,30,132,162
ableism,oppression,71,53,124
ablution,toilets,35,302,337
ablutions,rites,15,25,40
ably,comfortably,64,65,129
ably,energetically,237,43,280
ably,conscientiously,190,61,251
ably,convincingly,183,6,189
ably,perfectly,12,17,29
abnormal,different,457,554,1011
abnormal,depraved,47,28,75
abnormal,bizarre,261,488,749
abnormal,asymmetrical,125,29,154
abnormal,emergency,2221,566,2787
abnormal,fragile,342,151,493
abnormal,forced,19,60,79
abnormal,excessive,3434,2078,5512
abnormal,fast,112,238,350
abnormal,frequent,87,137,224
abnormal,normal,7594,179385,186979
abnormal,involuntary,342,199,541
abnormal,pathological,737,190,927
abnormal,large,125,472,597
abnormal,persistent,1880,390,2270
abnormal,rapid,355,499,854
abnormal,premature,146,234,380
abnormal,stiff,19,55,74
abnormal,suspicious,589,316,905
abnormal,unnatural,1372,1090,2462
abnormal,unpredictable,315,128,443
abnormalities,mutations,607,478,1085
abnormalities,irregularities,345,425,770
abnormalities,diseases,2744,4201,6945
abnormalities,problems,828,1216,2044
abnormality,sordidness,0,0,0
abnormalities,symptoms,854,1149,2003
abodes,functions,2,0,2
abnormality,madness,30,32,62
abolished,banned,181,139,320
abolished,bold,0,1,1
abolished,extinguished,69,24,93
abolished,discharged,24,4,28
abolished,disenfranchised,4,14,18
abolished,merged,1802,35,1837
abolished,new,796,36,832
abolished,recreated,244,0,244
abolished,widened,2,0,2
abolished,split,524,0,524
abolishment,creation,12,56,68
abolishment,criticism,0,0,0
abolishment,decline,0,12,12
abolishment,formation,0,11,11
abolishment,deaths,3,0,3
abolishment,future,2,0,2
abolishment,replacement,72,3,75
abolition,aftermath,5,0,5
abolition,abolitionism,9,39,48
abolition,absorption,7,6,13
abolition,agitation,5,6,11
abolition,amalgamations,2,2,4
abolition,colonization,73,57,130
abolition,contraction,0,3,3
abolition,closure,5,16,21
abolition,creation,91,407,498
abolition,criticism,2,8,10
abolition,decline,6,73,79
abolition,debasement,0,0,0
abolition,debate,4,18,22
abolition,division,11,8,19
abolition,founding,1,12,13
abolition,execution,122,16,138
abolition,erosion,0,22,22
abolition,emancipation,894,394,1288
abolition,heritage,5,6,11
abolition,manumission,108,31,139
abolition,legacy,10,11,21
abolition,inclusion,6,3,9
abolition,integration,50,79,129
abolition,merger,101,110,211
abolition,ordination,0,1,1
abolition,politics,10,91,101
abolition,promotion,10,5,15
abolition,redistribution,27,13,40
abolition,reductions,2,19,21
abolition,relaxation,13,29,42
abolition,reorganization,19,25,44
abolition,reforms,8,200,208
abolition,reform,387,1618,2005
abolition,repeal,35,63,98
abolition,replacement,715,14,729
abolition,resistance,46,223,269
abolition,return,10,4,14
abolition,restructuring,14,10,24
abolition,review,14,52,66
abolition,revival,21,10,31
abolition,slaves,9,1473,1482
abolition,slavery,402,8162,8564
abolition,status,3,7,10
abolition,succession,2,4,6
abolition,suspension,11,62,73
abolition,suffrage,603,780,1383
abolition,temperance,639,957,1596
abolition,transfer,58,34,92
abolition,workchoices,0,0,0
abolitionism,campaigning,0,0,0
abolitionism,education,2,32,34
abolitionism,colonialism,14,6,20
abolitionism,escape,0,0,0
abolitionism,horticulture,0,1,1
abolitionism,prostitution,5,0,5
abolitionism,politics,16,27,43
abolitionism,quakers,0,0,0
abolitionism,race,22,35,57
abolitionism,religion,12,25,37
abolitionism,temperance,169,158,327
abolitionism,republicanism,21,9,30
abolitionism,revolution,10,8,18
abolitionism,slavery,111,1431,1542
abolitionist,activist,855,982,1837
abolitionist,bishop,6,3,9
abolitionist,ancestor,1,0,1
abolitionist,agent,33,13,46
abolitionist,author,1640,941,2581
abolitionist,black,105,75,180
abolitionist,businessman,95,182,277
abolitionist,caterer,2,9,11
abolitionist,businesswoman,20,21,41
abolitionist,campaigner,69,34,103
abolitionist,christian,1,1,2
abolitionist,clergyman,170,211,381
abolitionist,dedicatee,0,0,0
abolitionist,composer,15,32,47
abolitionist,conductor,237,43,280
abolitionist,diarist,11,3,14
abolitionist,draper,0,9,9
abolitionist,evangelical,38,50,88
abolitionist,educator,307,338,645
abolitionist,editor,190,239,429
abolitionist,feminist,1394,1046,2440
abolitionist,inventor,66,110,176
abolitionist,founder,237,10,247
abolitionist,humanitarian,457,64,521
abolitionist,industrialist,31,36,67
abolitionist,journalist,242,308,550
abolitionist,literary,22,22,44
abolitionist,lecturer,70,76,146
abolitionist,lawyer,68,391,459
abolitionist,judge,19,20,39
abolitionist,manufacturer,2,26,28
abolitionist,mathematician,5,25,30
abolitionist,millerite,0,0,0
abolitionist,minister,164,747,911
abolitionist,merchant,9,80,89
abolitionist,novelist,98,59,157
abolitionist,orator,782,664,1446
abolitionist,pacifist,55,66,121
abolitionist,philanthropic,7,12,19
abolitionist,pastor,91,98,189
abolitionist,philanthropist,376,341,717
abolitionist,philosopher,25,94,119
abolitionist,poet,297,1003,1300
abolitionist,photographer,9,21,30
abolitionist,physician,138,183,321
abolitionist,political,1116,36,1152
abolitionist,politician,207,306,513
abolitionist,president,54,17,71
abolitionist,priest,11,63,74
abolitionist,preacher,123,433,556
abolitionist,publisher,124,126,250
abolitionist,radical,125,74,199
abolitionist,soldier,40,39,79
abolitionist,quaker,2,7,9
abolitionist,subject,6,4,10
abolitionist,suffragette,585,139,724
abolitionist,suffragist,1659,771,2430
abolitionist,teacher,101,114,215
abolitionist,temperance,442,261,703
abolitionist,theologian,1,41,42
abolitionist,vicar,0,2,2
abolitionist,writer,690,1141,1831
abolitionists,missionaries,59,88,147
abolitionists,feminists,336,242,578
abolitionists,conductors,56,17,73
abominable,abominable,28,28,56
abominable,detestable,935,797,1732
abominable,great,4,3702,3706
abominations,heretics,15,32,47
abominations,harlots,4,1615,1619
aboriginal,afghan,0,0,0
aboriginal,african,19,23,42
aboriginal,biological,3,4,7
aboriginal,autochthonous,16,4,20
aboriginal,australian,13,13,26
aboriginal,bosnian,0,0,0
aboriginal,british,3,9,12
aboriginal,dual,0,0,0
aboriginal,chinese,0,3,3
aboriginal,disadvantaged,25,21,46
aboriginal,dutch,0,1,1
aboriginal,early,217,16,233
aboriginal,english,1,17,18
aboriginal,european,69,19,88
aboriginal,environmental,558,1138,1696
aboriginal,farming,8,11,19
aboriginal,finnish,0,0,0
aboriginal,indigenous,1156,1039,2195
aboriginal,irish,0,3,3
aboriginal,immigrant,301,208,509
