item_set,condition,model_a,model_b,family_a,family_b,same_family,pearson,spearman,pearson_resid,n
novel,default,allenai_OLMo-1B-hf,allenai_OLMo-2-1124-7B,OLMo,OLMo,True,0.5972065579390864,0.5399615181958749,0.58629208541694,340042
novel,default,allenai_OLMo-1B-hf,meta-llama_Llama-3.2-1B,OLMo,Llama,False,0.5529604316727598,0.49781947822669714,0.5479723241694016,340042
novel,default,allenai_OLMo-1B-hf,meta-llama_Meta-Llama-3-8B,OLMo,Llama,False,0.49723026203603937,0.46324145494176916,0.48959455693635184,340042
novel,default,allenai_OLMo-7B-hf,allenai_OLMo-2-0425-1B,OLMo,OLMo,True,0.6174880163220469,0.565484586577415,0.6066293746030993,340042
novel,default,allenai_OLMo-7B-hf,allenai_OLMo-2-1124-7B,OLMo,OLMo,True,0.6468683476949765,0.5915040223820053,0.6366226175541495,340042
novel,default,allenai_OLMo-7B-hf,meta-llama_Llama-3.2-1B,OLMo,Llama,False,0.5782582385523496,0.5119860270907137,0.5733879868010519,340042
novel,default,allenai_OLMo-7B-hf,meta-llama_Meta-Llama-3-8B,OLMo,Llama,False,0.5686057213289855,0.5254925221268606,0.5619267560920578,340042
novel,default,allenai_OLMo-2-0425-1B,allenai_OLMo-2-1124-7B,OLMo,OLMo,True,0.79155534506345,0.7262246425323091,0.7854909982326855,340042
novel,default,allenai_OLMo-2-0425-1B,meta-llama_Llama-3.2-1B,OLMo,Llama,False,0.5583984812649463,0.5041099898254626,0.554245172833618,340042
novel,default,allenai_OLMo-2-0425-1B,meta-llama_Meta-Llama-3-8B,OLMo,Llama,False,0.5074904721328818,0.4732891284006967,0.5003909442672787,340042
novel,default,allenai_OLMo-2-1124-7B,meta-llama_Llama-3.2-1B,OLMo,Llama,False,0.5856303554087501,0.5044384489731748,0.5815107392743147,340042
novel,default,allenai_OLMo-2-1124-7B,meta-llama_Meta-Llama-3-8B,OLMo,Llama,False,0.6114556246630705,0.5471421316634427,0.606141022591923,340042
novel,default,meta-llama_Llama-3.2-1B,meta-llama_Meta-Llama-3-8B,Llama,Llama,True,0.7116955576585905,0.6433809844518605,0.7079772040442528,340042
novel,attn_zeroed,znhoughton_opt-babylm-125m-20eps-seed964,znhoughton_opt-babylm-350m-20eps-seed964,BabyLM,BabyLM,True,0.5618688018344502,0.5144662011884755,0.5598279958452623,340042
novel,attn_zeroed,znhoughton_opt-babylm-125m-20eps-seed964,znhoughton_opt-babylm-1_3b-20eps-seed964,BabyLM,BabyLM,True,0.3214600975766017,0.29533083010510897,0.3177613832236579,340042
novel,attn_zeroed,znhoughton_opt-babylm-125m-20eps-seed964,gpt2,BabyLM,GPT-2,False,0.07168024255298286,0.16055251326788017,0.09168856861303078,340042
novel,attn_zeroed,znhoughton_opt-babylm-125m-20eps-seed964,gpt2-medium,BabyLM,GPT-2,False,0.07665363445002517,0.14409732518896773,0.09352481464460188,340042
novel,attn_zeroed,znhoughton_opt-babylm-125m-20eps-seed964,gpt2-large,BabyLM,GPT-2,False,0.1313209571083717,0.1624217193365838,0.14423440911319604,340042
novel,attn_zeroed,znhoughton_opt-babylm-125m-20eps-seed964,gpt2-xl,BabyLM,GPT-2,False,0.09852936749148293,0.15053302749681038,0.1180400261086906,340042
novel,attn_zeroed,znhoughton_opt-babylm-125m-20eps-seed964,EleutherAI_pythia-160m,BabyLM,Pythia,False,0.20640243390998592,0.19969431382822284,0.198977656312423,340042
novel,attn_zeroed,znhoughton_opt-babylm-125m-20eps-seed964,EleutherAI_pythia-410m,BabyLM,Pythia,False,0.20097389226571288,0.17791753017961903,0.19611453665951104,340042
novel,attn_zeroed,znhoughton_opt-babylm-125m-20eps-seed964,EleutherAI_pythia-1b,BabyLM,Pythia,False,0.19673034452403762,0.1700762337207917,0.19614924572612313,340042
novel,attn_zeroed,znhoughton_opt-babylm-125m-20eps-seed964,allenai_OLMo-1B-hf,BabyLM,OLMo,False,0.19586249561534472,0.17101770924974302,0.1940263080712702,340042
novel,attn_zeroed,znhoughton_opt-babylm-125m-20eps-seed964,allenai_OLMo-7B-hf,BabyLM,OLMo,False,0.19257257641968561,0.16657928775635264,0.19051079229283616,340042
novel,attn_zeroed,znhoughton_opt-babylm-125m-20eps-seed964,allenai_OLMo-2-0425-1B,BabyLM,OLMo,False,0.2000252101151058,0.17060983221984077,0.19836751296526206,340042
novel,attn_zeroed,znhoughton_opt-babylm-125m-20eps-seed964,allenai_OLMo-2-1124-7B,BabyLM,OLMo,False,0.19051782695391703,0.16224295134501712,0.1887719184869785,340042
novel,attn_zeroed,znhoughton_opt-babylm-125m-20eps-seed964,meta-llama_Llama-3.2-1B,BabyLM,Llama,False,0.2104138549485425,0.17095022110507477,0.21377508383698604,340042
novel,attn_zeroed,znhoughton_opt-babylm-125m-20eps-seed964,meta-llama_Meta-Llama-3-8B,BabyLM,Llama,False,0.1915673339554442,0.16083263723414107,0.19546037900731075,340042
novel,attn_zeroed,znhoughton_opt-babylm-350m-20eps-seed964,znhoughton_opt-babylm-1_3b-20eps-seed964,BabyLM,BabyLM,True,0.34122886968239846,0.3030068711980786,0.33679294636346424,340042
novel,attn_zeroed,znhoughton_opt-babylm-350m-20eps-seed964,gpt2,BabyLM,GPT-2,False,0.10627754046187565,0.17271852909929952,0.12656167972764493,340042
novel,attn_zeroed,znhoughton_opt-babylm-350m-20eps-seed964,gpt2-medium,BabyLM,GPT-2,False,0.11222790079518083,0.15836023580807315,0.12931749802733594,340042
novel,attn_zeroed,znhoughton_opt-babylm-350m-20eps-seed964,gpt2-large,BabyLM,GPT-2,False,0.16631945322952596,0.18140336547101996,0.1790303786997966,340042
novel,attn_zeroed,znhoughton_opt-babylm-350m-20eps-seed964,gpt2-xl,BabyLM,GPT-2,False,0.11975756292310663,0.15636908644022526,0.13922634979156284,340042
novel,attn_zeroed,znhoughton_opt-babylm-350m-20eps-seed964,EleutherAI_pythia-160m,BabyLM,Pythia,False,0.23697939847048238,0.2197705961999496,0.22968078039283896,340042
novel,attn_zeroed,znhoughton_opt-babylm-350m-20eps-seed964,EleutherAI_pythia-410m,BabyLM,Pythia,False,0.21715434354162752,0.19195291402342812,0.21192617335705327,340042
novel,attn_zeroed,znhoughton_opt-babylm-350m-20eps-seed964,EleutherAI_pythia-1b,BabyLM,Pythia,False,0.2061914038251021,0.18189038521867898,0.20496872879265857,340042
novel,attn_zeroed,znhoughton_opt-babylm-350m-20eps-seed964,allenai_OLMo-1B-hf,BabyLM,OLMo,False,0.208228278468651,0.18169485404217758,0.2056979303655559,340042
novel,attn_zeroed,znhoughton_opt-babylm-350m-20eps-seed964,allenai_OLMo-7B-hf,BabyLM,OLMo,False,0.20910258711496982,0.1821203269824551,0.20622445855967772,340042
novel,attn_zeroed,znhoughton_opt-babylm-350m-20eps-seed964,allenai_OLMo-2-0425-1B,BabyLM,OLMo,False,0.20565792107877365,0.17948623490723678,0.20346018458219192,340042
novel,attn_zeroed,znhoughton_opt-babylm-350m-20eps-seed964,allenai_OLMo-2-1124-7B,BabyLM,OLMo,False,0.19386343650298726,0.16853793761371097,0.1914120978248257,340042
novel,attn_zeroed,znhoughton_opt-babylm-350m-20eps-seed964,meta-llama_Llama-3.2-1B,BabyLM,Llama,False,0.20428266115200727,0.1775970913565997,0.20676539764659457,340042
novel,attn_zeroed,znhoughton_opt-babylm-350m-20eps-seed964,meta-llama_Meta-Llama-3-8B,BabyLM,Llama,False,0.1807484874343524,0.15885479974260025,0.1838310506702824,340042
novel,attn_zeroed,znhoughton_opt-babylm-1_3b-20eps-seed964,gpt2,BabyLM,GPT-2,False,0.07764002084056829,0.1243665322910438,0.09618761193514064,340042
novel,attn_zeroed,znhoughton_opt-babylm-1_3b-20eps-seed964,gpt2-medium,BabyLM,GPT-2,False,0.0784495456020071,0.11429387294408799,0.09472167202595619,340042
novel,attn_zeroed,znhoughton_opt-babylm-1_3b-20eps-seed964,gpt2-large,BabyLM,GPT-2,False,0.10654196344524454,0.12539706965366804,0.11747041888187423,340042
novel,attn_zeroed,znhoughton_opt-babylm-1_3b-20eps-seed964,gpt2-xl,BabyLM,GPT-2,False,0.08330426218693898,0.10788366986033546,0.10246234235658443,340042
novel,attn_zeroed,znhoughton_opt-babylm-1_3b-20eps-seed964,EleutherAI_pythia-160m,BabyLM,Pythia,False,0.15146755937793446,0.1513232112973761,0.13967440191891559,340042
novel,attn_zeroed,znhoughton_opt-babylm-1_3b-20eps-seed964,EleutherAI_pythia-410m,BabyLM,Pythia,False,0.14213199838162113,0.13138408130529883,0.13330008033556567,340042
novel,attn_zeroed,znhoughton_opt-babylm-1_3b-20eps-seed964,EleutherAI_pythia-1b,BabyLM,Pythia,False,0.13828974019386164,0.12320479156537076,0.13411399205135702,340042
novel,attn_zeroed,znhoughton_opt-babylm-1_3b-20eps-seed964,allenai_OLMo-1B-hf,BabyLM,OLMo,False,0.1459407290886914,0.13029075070530036,0.1398293955557417,340042
novel,attn_zeroed,znhoughton_opt-babylm-1_3b-20eps-seed964,allenai_OLMo-7B-hf,BabyLM,OLMo,False,0.14045325248519958,0.12633289810925186,0.13314974908070662,340042
novel,attn_zeroed,znhoughton_opt-babylm-1_3b-20eps-seed964,allenai_OLMo-2-0425-1B,BabyLM,OLMo,False,0.14134472097698034,0.12603654960978414,0.1364365542057964,340042
novel,attn_zeroed,znhoughton_opt-babylm-1_3b-20eps-seed964,allenai_OLMo-2-1124-7B,BabyLM,OLMo,False,0.13475351814654982,0.11921808673513737,0.12888612400699484,340042
novel,attn_zeroed,znhoughton_opt-babylm-1_3b-20eps-seed964,meta-llama_Llama-3.2-1B,BabyLM,Llama,False,0.16525750880043097,0.14160518670586095,0.16517080159251532,340042
novel,attn_zeroed,znhoughton_opt-babylm-1_3b-20eps-seed964,meta-llama_Meta-Llama-3-8B,BabyLM,Llama,False,0.14368028775139363,0.12388486271735298,0.14468057305164583,340042
novel,attn_zeroed,gpt2,gpt2-medium,GPT-2,GPT-2,True,0.7984672681613503,0.6431439566215152,0.7852028051204463,340042
novel,attn_zeroed,gpt2,gpt2-large,GPT-2,GPT-2,True,0.7309424219672572,0.6211027522247378,0.7204562591642769,340042
novel,attn_zeroed,gpt2,gpt2-xl,GPT-2,GPT-2,True,0.7777549626598872,0.5965936684379765,0.7615801606036798,340042
novel,attn_zeroed,gpt2,EleutherAI_pythia-160m,GPT-2,Pythia,False,0.1074524359463333,0.3311970731251626,0.15089425584506944,340042
novel,attn_zeroed,gpt2,EleutherAI_pythia-410m,GPT-2,Pythia,False,0.1331026022558023,0.32555982965805935,0.1583490446351423,340042
novel,attn_zeroed,gpt2,EleutherAI_pythia-1b,GPT-2,Pythia,False,0.12472841750299164,0.3085432593305255,0.12694913624308296,340042
novel,attn_zeroed,gpt2,allenai_OLMo-1B-hf,GPT-2,OLMo,False,0.17169757374439829,0.3240748396284901,0.18089874254908522,340042
novel,attn_zeroed,gpt2,allenai_OLMo-7B-hf,GPT-2,OLMo,False,0.16422252073844815,0.30558859593398086,0.17299836996714843,340042
novel,attn_zeroed,gpt2,allenai_OLMo-2-0425-1B,GPT-2,OLMo,False,0.10675452188654316,0.26485114522105174,0.11391811847013697,340042
novel,attn_zeroed,gpt2,allenai_OLMo-2-1124-7B,GPT-2,OLMo,False,0.10768854270685962,0.24491003023620567,0.11383960229535767,340042
novel,attn_zeroed,gpt2,meta-llama_Llama-3.2-1B,GPT-2,Llama,False,0.19361906366141993,0.2981913068965084,0.18287123952429962,340042
novel,attn_zeroed,gpt2,meta-llama_Meta-Llama-3-8B,GPT-2,Llama,False,0.16628985881089361,0.2632867501623834,0.15278648542116074,340042
novel,attn_zeroed,gpt2-medium,gpt2-large,GPT-2,GPT-2,True,0.7846099806233627,0.6902777129096554,0.7764335250071848,340042
novel,attn_zeroed,gpt2-medium,gpt2-xl,GPT-2,GPT-2,True,0.8124053051004785,0.6769620433474662,0.800746853269972,340042
novel,attn_zeroed,gpt2-medium,EleutherAI_pythia-160m,GPT-2,Pythia,False,0.1355687082003763,0.3153539106948384,0.17341804799663987,340042
novel,attn_zeroed,gpt2-medium,EleutherAI_pythia-410m,GPT-2,Pythia,False,0.18554082563372407,0.3495670166913769,0.2084941883579479,340042
novel,attn_zeroed,gpt2-medium,EleutherAI_pythia-1b,GPT-2,Pythia,False,0.18903683363130633,0.3515185711396846,0.192838193537942,340042
novel,attn_zeroed,gpt2-medium,allenai_OLMo-1B-hf,GPT-2,OLMo,False,0.2342514652929592,0.3683111191614729,0.24378333668241797,340042
novel,attn_zeroed,gpt2-medium,allenai_OLMo-7B-hf,GPT-2,OLMo,False,0.22897120094912074,0.3480495912309852,0.2384858175163237,340042
novel,attn_zeroed,gpt2-medium,allenai_OLMo-2-0425-1B,GPT-2,OLMo,False,0.16772253162093076,0.3072778476652692,0.17559861865635812,340042
novel,attn_zeroed,gpt2-medium,allenai_OLMo-2-1124-7B,GPT-2,OLMo,False,0.16802834496080749,0.28688020780313706,0.17521482428929486,340042
novel,attn_zeroed,gpt2-medium,meta-llama_Llama-3.2-1B,GPT-2,Llama,False,0.24067041763798416,0.3365715023010613,0.23282743022261743,340042
novel,attn_zeroed,gpt2-medium,meta-llama_Meta-Llama-3-8B,GPT-2,Llama,False,0.21295250261285104,0.3049374493710495,0.2028113327103832,340042
novel,attn_zeroed,gpt2-large,gpt2-xl,GPT-2,GPT-2,True,0.8053172302015219,0.7058774298217896,0.7986990456295499,340042
novel,attn_zeroed,gpt2-large,EleutherAI_pythia-160m,GPT-2,Pythia,False,0.26032038801703394,0.37070624158530324,0.2909579570360849,340042
novel,attn_zeroed,gpt2-large,EleutherAI_pythia-410m,GPT-2,Pythia,False,0.31197786853954357,0.40785858230164973,0.3301737516781082,340042
novel,attn_zeroed,gpt2-large,EleutherAI_pythia-1b,GPT-2,Pythia,False,0.321546314728786,0.41297573263045273,0.3249817665345842,340042
novel,attn_zeroed,gpt2-large,allenai_OLMo-1B-hf,GPT-2,OLMo,False,0.35310314918470487,0.42376052846527396,0.36033961636472894,340042
novel,attn_zeroed,gpt2-large,allenai_OLMo-7B-hf,GPT-2,OLMo,False,0.3496678429038389,0.4096141210993243,0.3568915475167475,340042
novel,attn_zeroed,gpt2-large,allenai_OLMo-2-0425-1B,GPT-2,OLMo,False,0.29474661545939884,0.37167603965840545,0.3013021171636773,340042
novel,attn_zeroed,gpt2-large,allenai_OLMo-2-1124-7B,GPT-2,OLMo,False,0.2900241728076234,0.35087258048863396,0.29586203875139916,340042
novel,attn_zeroed,gpt2-large,meta-llama_Llama-3.2-1B,GPT-2,Llama,False,0.3425055241443111,0.3832067098203362,0.33667360599594337,340042
novel,attn_zeroed,gpt2-large,meta-llama_Meta-Llama-3-8B,GPT-2,Llama,False,0.307719420379804,0.34607311650121475,0.3002829154459904,340042
novel,attn_zeroed,gpt2-xl,EleutherAI_pythia-160m,GPT-2,Pythia,False,0.14449641941983934,0.2999940119881545,0.18672674310285037,340042
novel,attn_zeroed,gpt2-xl,EleutherAI_pythia-410m,GPT-2,Pythia,False,0.21378251225270412,0.35357794419688277,0.2407764302098841,340042
novel,attn_zeroed,gpt2-xl,EleutherAI_pythia-1b,GPT-2,Pythia,False,0.23079085927818693,0.36780189136716884,0.2375352228240723,340042
novel,attn_zeroed,gpt2-xl,allenai_OLMo-1B-hf,GPT-2,OLMo,False,0.27520629922476625,0.39008874573900343,0.28835325875765955,340042
novel,attn_zeroed,gpt2-xl,allenai_OLMo-7B-hf,GPT-2,OLMo,False,0.2724552741685372,0.3782702704227755,0.2858643629905218,340042
novel,attn_zeroed,gpt2-xl,allenai_OLMo-2-0425-1B,GPT-2,OLMo,False,0.23069137902070747,0.3501534478511917,0.2424586682524777,340042
novel,attn_zeroed,gpt2-xl,allenai_OLMo-2-1124-7B,GPT-2,OLMo,False,0.23176363158710522,0.33401675781290596,0.24301174644325546,340042
novel,attn_zeroed,gpt2-xl,meta-llama_Llama-3.2-1B,GPT-2,Llama,False,0.31670714629536545,0.38120967499005926,0.3123139804583511,340042
novel,attn_zeroed,gpt2-xl,meta-llama_Meta-Llama-3-8B,GPT-2,Llama,False,0.2890555762854361,0.3533429693314331,0.2819969008279276,340042
novel,attn_zeroed,EleutherAI_pythia-160m,EleutherAI_pythia-410m,Pythia,Pythia,True,0.7583753462734958,0.6843117303559169,0.756591616772091,340042
novel,attn_zeroed,EleutherAI_pythia-160m,EleutherAI_pythia-1b,Pythia,Pythia,True,0.7013984087155942,0.634053412025946,0.707565751837765,340042
novel,attn_zeroed,EleutherAI_pythia-160m,allenai_OLMo-1B-hf,Pythia,OLMo,False,0.677638962543036,0.6024039784179052,0.6808912469073263,340042
novel,attn_zeroed,EleutherAI_pythia-160m,allenai_OLMo-7B-hf,Pythia,OLMo,False,0.6615018634674642,0.5905745770709302,0.6643075644978084,340042
novel,attn_zeroed,EleutherAI_pythia-160m,allenai_OLMo-2-0425-1B,Pythia,OLMo,False,0.49526659009074875,0.45647281256082156,0.4962908183406327,340042
novel,attn_zeroed,EleutherAI_pythia-160m,allenai_OLMo-2-1124-7B,Pythia,OLMo,False,0.4696172672380555,0.4324308339193891,0.4702390757398546,340042
novel,attn_zeroed,EleutherAI_pythia-160m,meta-llama_Llama-3.2-1B,Pythia,Llama,False,0.3271611401408672,0.3158501029359297,0.3368652036819401,340042
novel,attn_zeroed,EleutherAI_pythia-160m,meta-llama_Meta-Llama-3-8B,Pythia,Llama,False,0.2887060193528244,0.2788146430306393,0.2992752116151066,340042
novel,attn_zeroed,EleutherAI_pythia-410m,EleutherAI_pythia-1b,Pythia,Pythia,True,0.7842210423476143,0.7190351285942602,0.7858821633934266,340042
novel,attn_zeroed,EleutherAI_pythia-410m,allenai_OLMo-1B-hf,Pythia,OLMo,False,0.7557858129708517,0.6818590854696543,0.7558863346914517,340042
novel,attn_zeroed,EleutherAI_pythia-410m,allenai_OLMo-7B-hf,Pythia,OLMo,False,0.7425517003471287,0.669527611235718,0.7424582427506866,340042
novel,attn_zeroed,EleutherAI_pythia-410m,allenai_OLMo-2-0425-1B,Pythia,OLMo,False,0.5720411931317992,0.5232026126179655,0.571163310985449,340042
novel,attn_zeroed,EleutherAI_pythia-410m,allenai_OLMo-2-1124-7B,Pythia,OLMo,False,0.5516741433584901,0.49897394019997987,0.5505003521488822,340042
novel,attn_zeroed,EleutherAI_pythia-410m,meta-llama_Llama-3.2-1B,Pythia,Llama,False,0.4430824443993331,0.388097190887812,0.44759349007330995,340042
novel,attn_zeroed,EleutherAI_pythia-410m,meta-llama_Meta-Llama-3-8B,Pythia,Llama,False,0.40488519885492114,0.3539653712994663,0.4100974056528691,340042
novel,attn_zeroed,EleutherAI_pythia-1b,allenai_OLMo-1B-hf,Pythia,OLMo,False,0.7538321162590408,0.6835451600100658,0.7530251519166709,340042
novel,attn_zeroed,EleutherAI_pythia-1b,allenai_OLMo-7B-hf,Pythia,OLMo,False,0.74663406732223,0.6792230803155505,0.7457761739679714,340042
novel,attn_zeroed,EleutherAI_pythia-1b,allenai_OLMo-2-0425-1B,Pythia,OLMo,False,0.5952340135366812,0.539056192349483,0.5941224166821981,340042
novel,attn_zeroed,EleutherAI_pythia-1b,allenai_OLMo-2-1124-7B,Pythia,OLMo,False,0.5810429183555808,0.5216091642558237,0.5795675638292087,340042
novel,attn_zeroed,EleutherAI_pythia-1b,meta-llama_Llama-3.2-1B,Pythia,Llama,False,0.4808027128066218,0.4102836634981884,0.4796890504925874,340042
novel,attn_zeroed,EleutherAI_pythia-1b,meta-llama_Meta-Llama-3-8B,Pythia,Llama,False,0.4477917234611936,0.38128359575069687,0.44699284413210005,340042
novel,attn_zeroed,allenai_OLMo-1B-hf,allenai_OLMo-7B-hf,OLMo,OLMo,True,0.8199451254935096,0.756802446228745,0.8189727387782144,340042
novel,attn_zeroed,allenai_OLMo-1B-hf,allenai_OLMo-2-0425-1B,OLMo,OLMo,True,0.5986818542161517,0.5450584647516686,0.5972030260519327,340042
novel,attn_zeroed,allenai_OLMo-1B-hf,allenai_OLMo-2-1124-7B,OLMo,OLMo,True,0.5934063617633738,0.5337184829947775,0.5915183603234566,340042
novel,attn_zeroed,allenai_OLMo-1B-hf,meta-llama_Llama-3.2-1B,OLMo,Llama,False,0.5224816797266967,0.4521405396885791,0.5224659198615061,340042
novel,attn_zeroed,allenai_OLMo-1B-hf,meta-llama_Meta-Llama-3-8B,OLMo,Llama,False,0.4871291406392355,0.422906301507251,0.4875987669872058,340042
novel,attn_zeroed,allenai_OLMo-7B-hf,allenai_OLMo-2-0425-1B,OLMo,OLMo,True,0.6132537217275248,0.5590446738444701,0.6117336909840051,340042
novel,attn_zeroed,allenai_OLMo-7B-hf,allenai_OLMo-2-1124-7B,OLMo,OLMo,True,0.6379107107714298,0.5807145772082354,0.6359999386071409,340042
novel,attn_zeroed,allenai_OLMo-7B-hf,meta-llama_Llama-3.2-1B,OLMo,Llama,False,0.5392917798448871,0.4644684546214006,0.5391894274578463,340042
novel,attn_zeroed,allenai_OLMo-7B-hf,meta-llama_Meta-Llama-3-8B,OLMo,Llama,False,0.5364216877099496,0.4708008521199766,0.5371193779969468,340042
novel,attn_zeroed,allenai_OLMo-2-0425-1B,allenai_OLMo-2-1124-7B,OLMo,OLMo,True,0.8159475080932406,0.7501994060148259,0.8153333891947168,340042
novel,attn_zeroed,allenai_OLMo-2-0425-1B,meta-llama_Llama-3.2-1B,OLMo,Llama,False,0.5433390064073694,0.46603839227705496,0.5439202368459221,340042
novel,attn_zeroed,allenai_OLMo-2-0425-1B,meta-llama_Meta-Llama-3-8B,OLMo,Llama,False,0.5137523757729573,0.4412202626024963,0.5147394726289043,340042
novel,attn_zeroed,allenai_OLMo-2-1124-7B,meta-llama_Llama-3.2-1B,OLMo,Llama,False,0.5607736906299283,0.4630841166307308,0.5609733801956802,340042
novel,attn_zeroed,allenai_OLMo-2-1124-7B,meta-llama_Meta-Llama-3-8B,OLMo,Llama,False,0.5850043155187228,0.49242926340405496,0.5859911551312137,340042
novel,attn_zeroed,meta-llama_Llama-3.2-1B,meta-llama_Meta-Llama-3-8B,Llama,Llama,True,0.7244557740084206,0.6130991113264243,0.7226101842286796,340042
